2021-07-03 21:13:57,039 INFO     Search BICs for /tmp/JacksonCore-22b/
2021-07-03 21:14:14,245 DEBUG                  - depth 0, hash e6dfc69, HEAD~1147
2021-07-03 21:14:14,251 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonGeneratorImpl.java disable 138:145
2021-07-03 21:14:14,294 DEBUG                  - depth 0, hash d58d420, HEAD~355
2021-07-03 21:14:14,638 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java <init> 56:64
2021-07-03 21:14:14,682 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:14,688 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:14,692 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:14,697 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java clearAndGetParent 171:175
2021-07-03 21:14:14,740 DEBUG                  - depth 0, hash b4567ca, HEAD~386
2021-07-03 21:14:14,746 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java createChildArrayContext 113:122
2021-07-03 21:14:14,790 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:14,796 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:14,800 DEBUG                  - depth 2, hash 6fc0271, HEAD~953
2021-07-03 21:14:14,804 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:14,809 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:14,813 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java createChildObjectContext 124:133
2021-07-03 21:14:14,857 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:14,863 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:14,867 DEBUG                  - depth 2, hash 6fc0271, HEAD~953
2021-07-03 21:14:14,872 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:14,876 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:14,880 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java createRootContext 109:111
2021-07-03 21:14:14,925 DEBUG                  - depth 0, hash f9ad80f, HEAD~951
2021-07-03 21:14:14,931 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:14,935 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java expectComma 187:194
2021-07-03 21:14:14,980 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:14,985 DEBUG                  - depth 1, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:14,990 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:14,994 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java reset 66:76
2021-07-03 21:14:15,038 DEBUG                  - depth 0, hash 44f42e8, HEAD~692
2021-07-03 21:14:15,044 DEBUG                  - depth 1, hash 007dccb, HEAD~896
2021-07-03 21:14:15,048 DEBUG                  - depth 2, hash 6fc0271, HEAD~953
2021-07-03 21:14:15,053 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:15,057 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:15,061 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonReadContext.java setCurrentName 196:199
2021-07-03 21:14:15,105 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:15,111 DEBUG                  - depth 1, hash 6fc0271, HEAD~953
2021-07-03 21:14:15,115 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:15,457 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java <init> 69:75
2021-07-03 21:14:15,501 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:15,507 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:15,511 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:15,516 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java clearAndGetParent 151:155
2021-07-03 21:14:15,559 DEBUG                  - depth 0, hash b4567ca, HEAD~386
2021-07-03 21:14:15,565 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java createChildArrayContext 118:125
2021-07-03 21:14:15,609 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:15,615 DEBUG                  - depth 1, hash f9ad80f, HEAD~951
2021-07-03 21:14:15,619 DEBUG                  - depth 2, hash 7dc9de6, HEAD~993
2021-07-03 21:14:15,624 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:15,628 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java createRootContext 114:116
2021-07-03 21:14:15,672 DEBUG                  - depth 0, hash 483e662, HEAD~710
2021-07-03 21:14:15,678 DEBUG                  - depth 1, hash 007dccb, HEAD~896
2021-07-03 21:14:15,683 DEBUG                  - depth 2, hash f9ad80f, HEAD~951
2021-07-03 21:14:15,687 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java writeFieldName 166:174
2021-07-03 21:14:15,731 DEBUG                  - depth 0, hash e0b105f, HEAD~271
2021-07-03 21:14:15,737 DEBUG                  - depth 1, hash b9a86aa, HEAD~363
2021-07-03 21:14:15,742 DEBUG                  - depth 2, hash 12e8fed, HEAD~698
2021-07-03 21:14:15,746 DEBUG                  - depth 3, hash 27eb3c1, HEAD~713
2021-07-03 21:14:15,750 DEBUG                  - depth 4, hash 007dccb, HEAD~896
2021-07-03 21:14:15,754 DEBUG                  - depth 5, hash f9ad80f, HEAD~951
2021-07-03 21:14:15,759 DEBUG                  - depth 6, hash 7dc9de6, HEAD~993
2021-07-03 21:14:15,763 DEBUG                  - depth 7, hash f15531c, HEAD~1280
2021-07-03 21:14:15,767 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonWriteContext.java writeValue 184:206
2021-07-03 21:14:15,812 DEBUG                  - depth 0, hash 5cddffa, HEAD~646
2021-07-03 21:14:15,818 DEBUG                  - depth 1, hash 27eb3c1, HEAD~713
2021-07-03 21:14:15,822 DEBUG                  - depth 2, hash 007dccb, HEAD~896
2021-07-03 21:14:15,827 DEBUG                  - depth 3, hash 7dc9de6, HEAD~993
2021-07-03 21:14:15,831 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:16,385 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java <clinit> 22:22
2021-07-03 21:14:16,433 DEBUG                  - depth 0, hash b6846ee, HEAD~150
2021-07-03 21:14:16,439 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java <init> 113:127
2021-07-03 21:14:16,516 DEBUG                  - depth 0, hash 64aa9d2, HEAD~865
2021-07-03 21:14:16,522 DEBUG                  - depth 1, hash a7ec583, HEAD~1184
2021-07-03 21:14:16,526 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:16,531 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _closeInput 182:197
2021-07-03 21:14:16,609 DEBUG                  - depth 0, hash 007dccb, HEAD~896
2021-07-03 21:14:16,615 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:16,619 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _closeScope 2844:2861
2021-07-03 21:14:16,668 DEBUG                  - depth 0, hash d7a6f6c, HEAD~157
2021-07-03 21:14:16,674 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _loadMore 230:257
2021-07-03 21:14:16,726 DEBUG                  - depth 0, hash 244ddd1, HEAD~265
2021-07-03 21:14:16,732 DEBUG                  - depth 1, hash c1ea241, HEAD~268
2021-07-03 21:14:16,736 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _matchTrue 2543:2557
2021-07-03 21:14:16,802 DEBUG                  - depth 0, hash 322fe4d, HEAD~833
2021-07-03 21:14:16,808 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _nextAfterName 759:774
2021-07-03 21:14:16,887 DEBUG                  - depth 0, hash 4195e6e, HEAD~416
2021-07-03 21:14:16,893 DEBUG                  - depth 1, hash 2574bd6, HEAD~834
2021-07-03 21:14:16,897 DEBUG                  - depth 2, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:16,902 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:16,906 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _parseName 1663:1687
2021-07-03 21:14:16,985 DEBUG                  - depth 0, hash e60ad11, HEAD~801
2021-07-03 21:14:16,990 DEBUG                  - depth 1, hash 2574bd6, HEAD~834
2021-07-03 21:14:16,995 DEBUG                  - depth 2, hash 76af3ae, HEAD~853
2021-07-03 21:14:16,999 DEBUG                  - depth 3, hash b01c64d, HEAD~854
2021-07-03 21:14:17,003 DEBUG                  - depth 4, hash 007dccb, HEAD~896
2021-07-03 21:14:17,008 DEBUG                  - depth 5, hash 0a39869, HEAD~966
2021-07-03 21:14:17,012 DEBUG                  - depth 6, hash 89d5f32, HEAD~967
2021-07-03 21:14:17,016 DEBUG                  - depth 7, hash a3de8a0, HEAD~968
2021-07-03 21:14:17,021 DEBUG                  - depth 8, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:17,025 DEBUG                  - depth 9, hash 3532520, HEAD~1181
2021-07-03 21:14:17,029 DEBUG                  - depth 10, hash a7ec583, HEAD~1184
2021-07-03 21:14:17,034 DEBUG                  - depth 11, hash f15531c, HEAD~1280
2021-07-03 21:14:17,038 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _parsePosNumber 1251:1302
2021-07-03 21:14:17,115 DEBUG                  - depth 0, hash 329756d, HEAD~417
2021-07-03 21:14:17,121 DEBUG                  - depth 1, hash e1880f4, HEAD~794
2021-07-03 21:14:17,126 DEBUG                  - depth 2, hash 996c3ff, HEAD~803
2021-07-03 21:14:17,130 DEBUG                  - depth 3, hash c01dc8c, HEAD~804
2021-07-03 21:14:17,134 DEBUG                  - depth 4, hash 224f65d, HEAD~806
2021-07-03 21:14:17,139 DEBUG                  - depth 5, hash 2574bd6, HEAD~834
2021-07-03 21:14:17,143 DEBUG                  - depth 6, hash ec928f7, HEAD~847
2021-07-03 21:14:17,147 DEBUG                  - depth 7, hash e781993, HEAD~851
2021-07-03 21:14:17,152 DEBUG                  - depth 8, hash 007dccb, HEAD~896
2021-07-03 21:14:17,156 DEBUG                  - depth 9, hash 0a39869, HEAD~966
2021-07-03 21:14:17,160 DEBUG                  - depth 10, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:17,165 DEBUG                  - depth 11, hash f15531c, HEAD~1280
2021-07-03 21:14:17,170 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _releaseBuffers 205:218
2021-07-03 21:14:17,249 DEBUG                  - depth 0, hash 64aa9d2, HEAD~865
2021-07-03 21:14:17,255 DEBUG                  - depth 1, hash 007dccb, HEAD~896
2021-07-03 21:14:17,259 DEBUG                  - depth 2, hash e15b9a8, HEAD~897
2021-07-03 21:14:17,263 DEBUG                  - depth 3, hash 3761c5c, HEAD~949
2021-07-03 21:14:17,268 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:17,272 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _skipColon 2126:2178
2021-07-03 21:14:17,341 DEBUG                  - depth 0, hash 329756d, HEAD~417
2021-07-03 21:14:17,347 DEBUG                  - depth 1, hash 208d54a, HEAD~813
2021-07-03 21:14:17,352 DEBUG                  - depth 2, hash 2574bd6, HEAD~834
2021-07-03 21:14:17,356 DEBUG                  - depth 3, hash 691b574, HEAD~855
2021-07-03 21:14:17,360 DEBUG                  - depth 4, hash c390231, HEAD~856
2021-07-03 21:14:17,365 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _skipComma 2268:2294
2021-07-03 21:14:17,444 DEBUG                  - depth 0, hash 98f8444, HEAD~245
2021-07-03 21:14:17,450 DEBUG                  - depth 1, hash 06c510a, HEAD~811
2021-07-03 21:14:17,454 DEBUG                  - depth 2, hash de6df16, HEAD~812
2021-07-03 21:14:17,458 DEBUG                  - depth 3, hash 2574bd6, HEAD~834
2021-07-03 21:14:17,463 DEBUG                  - depth 4, hash b0e855a, HEAD~852
2021-07-03 21:14:17,467 DEBUG                  - depth 5, hash a3de8a0, HEAD~968
2021-07-03 21:14:17,471 DEBUG                  - depth 6, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:17,476 DEBUG                  - depth 7, hash f15531c, HEAD~1280
2021-07-03 21:14:17,480 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _skipWSOrEnd 2326:2375
2021-07-03 21:14:17,560 DEBUG                  - depth 0, hash 244ddd1, HEAD~265
2021-07-03 21:14:17,566 DEBUG                  - depth 1, hash 329756d, HEAD~417
2021-07-03 21:14:17,570 DEBUG                  - depth 2, hash 18bc774, HEAD~784
2021-07-03 21:14:17,575 DEBUG                  - depth 3, hash ac2921d, HEAD~785
2021-07-03 21:14:17,579 DEBUG                  - depth 4, hash 8486974, HEAD~809
2021-07-03 21:14:17,583 DEBUG                  - depth 5, hash d9db35e, HEAD~810
2021-07-03 21:14:17,588 DEBUG                  - depth 6, hash 2574bd6, HEAD~834
2021-07-03 21:14:17,592 DEBUG                  - depth 7, hash a2af653, HEAD~857
2021-07-03 21:14:17,596 DEBUG                  - depth 8, hash 0a39869, HEAD~966
2021-07-03 21:14:17,601 DEBUG                  - depth 9, hash 89d5f32, HEAD~967
2021-07-03 21:14:17,605 DEBUG                  - depth 10, hash a3de8a0, HEAD~968
2021-07-03 21:14:17,609 DEBUG                  - depth 11, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:17,614 DEBUG                  - depth 12, hash f15531c, HEAD~1280
2021-07-03 21:14:17,618 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _updateLocation 2789:2795
2021-07-03 21:14:17,677 DEBUG                  - depth 0, hash e6f6179, HEAD~410
2021-07-03 21:14:17,682 DEBUG                  - depth 1, hash bae8621, HEAD~411
2021-07-03 21:14:17,687 DEBUG                  - depth 2, hash c390e92, HEAD~414
2021-07-03 21:14:17,691 DEBUG                  - depth 3, hash 4195e6e, HEAD~416
2021-07-03 21:14:17,696 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java _updateNameLocation 2798:2804
2021-07-03 21:14:17,752 DEBUG                  - depth 0, hash a77c3de, HEAD~409
2021-07-03 21:14:17,758 DEBUG                  - depth 1, hash e6f6179, HEAD~410
2021-07-03 21:14:17,762 DEBUG                  - depth 2, hash bae8621, HEAD~411
2021-07-03 21:14:17,767 DEBUG                  - depth 3, hash c390e92, HEAD~414
2021-07-03 21:14:17,771 DEBUG    [line range] com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java nextToken 630:757
2021-07-03 21:14:17,854 DEBUG                  - depth 0, hash b6846ee, HEAD~150
2021-07-03 21:14:17,860 DEBUG                  - depth 1, hash d7a6f6c, HEAD~157
2021-07-03 21:14:17,864 DEBUG                  - depth 2, hash ca842af, HEAD~316
2021-07-03 21:14:17,868 DEBUG                  - depth 3, hash 8a009d1, HEAD~317
2021-07-03 21:14:17,872 DEBUG                  - depth 4, hash 531b450, HEAD~319
2021-07-03 21:14:17,877 DEBUG                  - depth 5, hash bf9a490, HEAD~326
2021-07-03 21:14:17,881 DEBUG                  - depth 6, hash b4567ca, HEAD~386
2021-07-03 21:14:17,886 DEBUG                  - depth 7, hash fede6c9, HEAD~412
2021-07-03 21:14:17,890 DEBUG                  - depth 8, hash c390e92, HEAD~414
2021-07-03 21:14:17,894 DEBUG                  - depth 9, hash 4195e6e, HEAD~416
2021-07-03 21:14:17,898 DEBUG                  - depth 10, hash 1d170d7, HEAD~458
2021-07-03 21:14:17,902 DEBUG                  - depth 11, hash e60ad11, HEAD~801
2021-07-03 21:14:17,907 DEBUG                  - depth 12, hash c01dc8c, HEAD~804
2021-07-03 21:14:17,911 DEBUG                  - depth 13, hash 224f65d, HEAD~806
2021-07-03 21:14:17,915 DEBUG                  - depth 14, hash 06c510a, HEAD~811
2021-07-03 21:14:17,920 DEBUG                  - depth 15, hash de6df16, HEAD~812
2021-07-03 21:14:17,924 DEBUG                  - depth 16, hash 322fe4d, HEAD~833
2021-07-03 21:14:17,928 DEBUG                  - depth 17, hash 2574bd6, HEAD~834
2021-07-03 21:14:17,932 DEBUG                  - depth 18, hash b0e855a, HEAD~852
2021-07-03 21:14:17,937 DEBUG                  - depth 19, hash c390231, HEAD~856
2021-07-03 21:14:17,941 DEBUG                  - depth 20, hash e15b9a8, HEAD~897
2021-07-03 21:14:17,945 DEBUG                  - depth 21, hash 0a39869, HEAD~966
2021-07-03 21:14:17,949 DEBUG                  - depth 22, hash 89d5f32, HEAD~967
2021-07-03 21:14:17,954 DEBUG                  - depth 23, hash c0a3c76, HEAD~972
2021-07-03 21:14:17,958 DEBUG                  - depth 24, hash f15531c, HEAD~1280
2021-07-03 21:14:18,471 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java <clinit> 22:22
2021-07-03 21:14:18,525 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:18,531 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java <init> 38:38
2021-07-03 21:14:18,576 DEBUG                  - depth 0, hash 63fd0ab, HEAD~244
2021-07-03 21:14:18,582 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _flushBuffer 1940:1948
2021-07-03 21:14:18,637 DEBUG                  - depth 0, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:18,643 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:18,647 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _releaseBuffers 936:949
2021-07-03 21:14:18,703 DEBUG                  - depth 0, hash 933f33c, HEAD~102
2021-07-03 21:14:18,708 DEBUG                  - depth 1, hash f975512, HEAD~116
2021-07-03 21:14:18,713 DEBUG                  - depth 2, hash 5497073, HEAD~117
2021-07-03 21:14:18,717 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:18,722 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _verifyValueWrite 840:873
2021-07-03 21:14:18,779 DEBUG                  - depth 0, hash 0c14032, HEAD~133
2021-07-03 21:14:18,785 DEBUG                  - depth 1, hash 12cea03, HEAD~198
2021-07-03 21:14:18,789 DEBUG                  - depth 2, hash 3b1a36b, HEAD~825
2021-07-03 21:14:18,794 DEBUG                  - depth 3, hash 15f909b, HEAD~826
2021-07-03 21:14:18,798 DEBUG                  - depth 4, hash 2343927, HEAD~1070
2021-07-03 21:14:18,803 DEBUG                  - depth 5, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:18,807 DEBUG                  - depth 6, hash e6dfc69, HEAD~1147
2021-07-03 21:14:18,811 DEBUG                  - depth 7, hash f15531c, HEAD~1280
2021-07-03 21:14:18,816 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _writeFieldName 153:180
2021-07-03 21:14:18,865 DEBUG                  - depth 0, hash 0c14032, HEAD~133
2021-07-03 21:14:18,871 DEBUG                  - depth 1, hash 63fd0ab, HEAD~244
2021-07-03 21:14:18,875 DEBUG                  - depth 2, hash d58d420, HEAD~355
2021-07-03 21:14:18,879 DEBUG                  - depth 3, hash b4067f1, HEAD~385
2021-07-03 21:14:18,884 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _writeString 957:984
2021-07-03 21:14:18,940 DEBUG                  - depth 0, hash 15f909b, HEAD~826
2021-07-03 21:14:18,946 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:18,951 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java _writeString2 986:1021
2021-07-03 21:14:19,007 DEBUG                  - depth 0, hash 15f909b, HEAD~826
2021-07-03 21:14:19,012 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:19,017 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java close 892:934
2021-07-03 21:14:19,073 DEBUG                  - depth 0, hash 46b4f02, HEAD~496
2021-07-03 21:14:19,079 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:19,084 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeEndArray 240:255
2021-07-03 21:14:19,141 DEBUG                  - depth 0, hash 98f8444, HEAD~245
2021-07-03 21:14:19,146 DEBUG                  - depth 1, hash 4bace84, HEAD~327
2021-07-03 21:14:19,151 DEBUG                  - depth 2, hash b4567ca, HEAD~386
2021-07-03 21:14:19,155 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:19,160 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:19,164 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeEndObject 291:306
2021-07-03 21:14:19,221 DEBUG                  - depth 0, hash 98f8444, HEAD~245
2021-07-03 21:14:19,227 DEBUG                  - depth 1, hash 4bace84, HEAD~327
2021-07-03 21:14:19,232 DEBUG                  - depth 2, hash b4567ca, HEAD~386
2021-07-03 21:14:19,236 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:19,240 DEBUG                  - depth 4, hash 5437738, HEAD~1189
2021-07-03 21:14:19,245 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:19,249 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeFieldName 132:140
2021-07-03 21:14:19,306 DEBUG                  - depth 0, hash 3aa2414, HEAD~824
2021-07-03 21:14:19,312 DEBUG                  - depth 1, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:19,317 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:19,321 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeNumber 674:687
2021-07-03 21:14:19,376 DEBUG                  - depth 0, hash 5cddffa, HEAD~646
2021-07-03 21:14:19,382 DEBUG                  - depth 1, hash abb4089, HEAD~827
2021-07-03 21:14:19,386 DEBUG                  - depth 2, hash 7190d20, HEAD~1063
2021-07-03 21:14:19,390 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:19,395 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeStartArray 225:238
2021-07-03 21:14:19,450 DEBUG                  - depth 0, hash 4bace84, HEAD~327
2021-07-03 21:14:19,456 DEBUG                  - depth 1, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:19,460 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:19,465 DEBUG    [line range] com/fasterxml/jackson/core/json/WriterBasedJsonGenerator.java writeStartObject 276:289
2021-07-03 21:14:19,522 DEBUG                  - depth 0, hash 4bace84, HEAD~327
2021-07-03 21:14:19,527 DEBUG                  - depth 1, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:19,532 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:19,996 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java <init> 222:242
2021-07-03 21:14:20,044 DEBUG                  - depth 0, hash 791e288, HEAD~630
2021-07-03 21:14:20,050 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java _calcTertiaryShift 1185:1202
2021-07-03 21:14:20,097 DEBUG                  - depth 0, hash 86b31e7, HEAD~567
2021-07-03 21:14:20,103 DEBUG                  - depth 1, hash aa65eaa, HEAD~619
2021-07-03 21:14:20,108 DEBUG                  - depth 2, hash 6b9505b, HEAD~621
2021-07-03 21:14:20,112 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java createRoot 284:291
2021-07-03 21:14:20,159 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:20,165 DEBUG                  - depth 1, hash 791e288, HEAD~630
2021-07-03 21:14:20,170 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java createRoot 295:297
2021-07-03 21:14:20,218 DEBUG                  - depth 0, hash 791e288, HEAD~630
2021-07-03 21:14:20,224 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java <init> 1227:1237
2021-07-03 21:14:20,273 DEBUG                  - depth 0, hash 6b9505b, HEAD~621
2021-07-03 21:14:20,279 DEBUG                  - depth 1, hash 30a2670, HEAD~625
2021-07-03 21:14:20,283 DEBUG                  - depth 2, hash 3a00c86, HEAD~629
2021-07-03 21:14:20,287 DEBUG                  - depth 3, hash 791e288, HEAD~630
2021-07-03 21:14:20,292 DEBUG    [line range] com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java createInitial 1250:1262
2021-07-03 21:14:20,342 DEBUG                  - depth 0, hash a71a00e, HEAD~469
2021-07-03 21:14:20,348 DEBUG                  - depth 1, hash 6b9505b, HEAD~621
2021-07-03 21:14:20,353 DEBUG                  - depth 2, hash 30a2670, HEAD~625
2021-07-03 21:14:20,357 DEBUG                  - depth 3, hash 6c629a8, HEAD~628
2021-07-03 21:14:20,361 DEBUG                  - depth 4, hash 3a00c86, HEAD~629
2021-07-03 21:14:20,366 DEBUG                  - depth 5, hash 791e288, HEAD~630
2021-07-03 21:14:20,762 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java <init> 231:246
2021-07-03 21:14:20,808 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:20,814 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:20,819 DEBUG                  - depth 2, hash 9318b80, HEAD~917
2021-07-03 21:14:20,823 DEBUG                  - depth 3, hash bda3a91, HEAD~1182
2021-07-03 21:14:20,828 DEBUG                  - depth 4, hash a7ec583, HEAD~1184
2021-07-03 21:14:20,832 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:20,837 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java <init> 251:274
2021-07-03 21:14:20,885 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:20,891 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:20,895 DEBUG                  - depth 2, hash 9318b80, HEAD~917
2021-07-03 21:14:20,900 DEBUG                  - depth 3, hash bda3a91, HEAD~1182
2021-07-03 21:14:20,904 DEBUG                  - depth 4, hash a7ec583, HEAD~1184
2021-07-03 21:14:20,909 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:20,914 DEBUG    [line range] com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer.java _addSymbol 477:512
2021-07-03 21:14:20,961 DEBUG                  - depth 0, hash 67add8c, HEAD~108
2021-07-03 21:14:20,967 DEBUG                  - depth 1, hash 383bc8f, HEAD~775
2021-07-03 21:14:20,971 DEBUG                  - depth 2, hash 608a055, HEAD~861
2021-07-03 21:14:20,976 DEBUG                  - depth 3, hash 3532520, HEAD~1181
